Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Manufactures imports (% of merchandise imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.58454714,,49.54333588,51.00465285,48.21267299,54.26774581,60.13569153,53.71272308,59.01839872,57.43214181,58.88922598,58.49105762,58.7738688,55.04602209,54.39463948,50.50548123,51.15470158,53.71458287,54.14217984,58.07083619,60.75117158,65.05856053,62.49077262,
"Manufacturing, value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.424758532,9.68257532,9.666405536,9.206171059,10.28464998,10.63112611,11.27191844,11.73939236,
"Manufacturing, value added (annual % growth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.999996739,-59.70000142,8.900005064,9.600000773,2.599999646,1.099615081,1.300178935,-2.226357437,5.400000424,6.599999965,9.843238675,17.24922417,16.98315186,-2.543343972,8.838255442,-0.461356603,1.594811686,0.899999994,-7.111734998,12.09999998,13.70000001,4.099999991,7.7,5.999999993,-5.499999989,11.09999999,11.8,11.1,12,
"Manufacturing, value added (constant 2010 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manufacturing, value added (constant LCU)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75374E+11,3.6036E+11,1.45225E+11,1.5815E+11,1.73332E+11,1.77839E+11,1.79794E+11,1.82132E+11,1.78077E+11,1.87693E+11,2.00081E+11,2.19776E+11,2.57685E+11,3.01448E+11,2.93781E+11,3.19747E+11,3.18271E+11,3.23347E+11,3.26257E+11,3.03055E+11,3.39724E+11,3.86267E+11,4.02104E+11,4.33066E+11,4.5905E+11,4.33802E+11,4.81954E+11,5.38824E+11,5.98634E+11,6.7047E+11,
"Manufacturing, value added (current LCU)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02104E+11,4.41103E+11,4.66755E+11,4.64326E+11,5.21153E+11,5.91568E+11,6.78235E+11,7.71164E+11,
"Manufacturing, value added (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000845272,1076844300,1122222602,971558318.6,1084633088,1225498657,1404249051,1605103892,
Marine protected areas (% of territorial waters),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market capitalization of listed domestic companies (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market capitalization of listed domestic companies (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,42,39,38,36,35,36,32,36,32,32,30,30,26,27,28,26,26,,,
"Maternal mortality ratio (national estimate, per 100,000 live births)",,,,,,,,,,,,,,,,,,,,,,,,,,22,29,39,194,33,43,24,13,26,26,32,21,38,24,30,45,18,8,20,24,17,23,14,36,27,9,16,18,20,21,16,28,7,,,
Medium and high-tech exports (% manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17156837,21.17156837,21.17156837,21.17156837,21.17156837,21.17156837,21.17156837,21.17156837,21.17156837,14.56873757,27.45487706,20.31694921,8.617574096,6.790881053,17.13055349,35.54424037,25.69973235,35.35019369,30.86810084,27.50333409,24.7981319,21.59622769,16.88576825,15.45893722,15.25352394,10.38252803,10.70688935,13.25341522,14.73683171,,
Medium and high-tech Industry (including construction) (% manufacturing value added),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.82423314,28.82423314,28.82423314,28.82423314,28.82423314,20.1993381,26.36174497,18.2095414,9.446084814,7.620859753,9.526266368,9.956361795,7.752729385,7.547890572,4.076012707,3.913082193,3.904431887,3.912039669,3.914715187,4.509566552,4.508784504,4.509303142,4.509532732,4.509440543,4.509795589,4.509795589,4.615646735,4.836925414,4.836925414,,
Merchandise exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83000000,156000000,216000000,271000000,290000000,233000000,221000000,232000000,294000000,343000000,505000000,686000000,723000000,974000000,985000000,1152000000,1057000000,710000000,1011000000,1334000000,1380000000,1480000000,1519000000,1485000000,1792000000,2245000000,2412000000,2640000000,
Merchandise exports by the reporting economy (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6584860.343,171261633.3,241711500,356927800,290314600,232811878.8,220516000,231669200,301035639,342711955,505774132,687681166,725022730,976949407,984452559,1152300779,1057161435,697789610,1041046792,1334338810,1428124301,1480030529,1519286858,1486885931,1779360291,2237697186,2412432662,2640275075,
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085993335,17.60732943,21.66347071,32.7706892,17.56256833,1.167036671,3.812331078,3.684132375,10.42863234,0.909226233,0.298928297,0.257829658,0.420303788,0.259408827,0.323663743,0.436111916,0.645075366,1.394953416,1.099292855,1.771075294,1.354580899,1.10408682,1.190637101,0.775527615,0.869693905,0.817346248,0.773142824,0.486242707,
Merchandise exports to economies in the Arab World (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041417321,0.808645797,0.199824998,0.61264491,0.805677703,4.270443609,2.873805075,1.303237547,1.981394967,2.229514579,2.942859482,2.586879775,1.489803637,1.164740151,0.692647496,0.645395728,1.018975215,0.976324368,0.885879681,1.185717966,1.879487099,4.200390585,7.828554389,11.65251499,13.179745,12.21517325,11.82944053,11.4348337,
Merchandise exports to high-income economies (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.87258934,3.869654403,6.692441195,6.232548992,8.335543579,34.04650158,43.38691977,56.67140906,54.32662177,63.1444777,72.69979873,75.74639975,72.33194675,75.21397912,73.13665808,59.79200427,58.94420524,56.2243267,47.56204378,52.10644596,49.60972413,40.40728771,37.52266848,40.24816534,40.04156374,36.05166682,40.60574827,38.97209593,
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001092658,0.008714684,,0.056186399,0.028877382,0.378738545,0.371136455,1.139579436,1.336256896,3.362653334,1.429553557,0.342308826,0.968153472,0.632436994,3.15297472,3.272665961,1.499536238,2.414448306,4.844459192,12.74039132,11.43351514,5.486985379,5.714148894,4.508100338,7.448234082,
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.67989037,65.42212514,48.28410676,46.26539623,43.34186061,37.1892289,24.69262207,24.58954768,26.00559178,19.40380395,18.97209993,17.8778166,19.47760494,21.73979975,34.91526321,36.82121851,35.63542598,38.42762997,34.98383975,37.39274772,42.90998642,35.46427195,30.9966338,39.73383151,45.91896193,41.52444948,40.76591095,
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118283589,0.00129979,0.191775065,1.517538078,0.55918085,1.246516441,0.196663062,0.241433798,0.134284029,0.760004647,0.911264733,1.048091892,0.629183575,0.519656243,0.439614154,0.117043187,0.01317971,0.007293758,0.037260512,
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041417321,3.843125791,6.189196625,10.31508333,15.2746021,21.29929978,15.43348328,14.92110302,10.15647353,9.398368376,6.345487238,3.386187546,4.417205651,2.986080527,3.126809588,3.39376209,2.409804516,2.937575984,8.219127388,8.391968903,8.010781829,9.969971369,12.46700437,16.0279125,13.6168259,11.31116996,12.52330275,12.13102014,
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015801515,0.0097136,0.009363783,0.1198099,0.00164027,0.119986126,0.050580377,0.064295894,0.030446522,0.052722347,0.055109097,0.065446018,0.290695803,0.287076874,0.425426226,0.566525448,0.253765608,0.12048272,0.071410959,0.039261644,0.048112837,0.100568896,0.151215277,0.029666362,0.150661234,
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032766335,2.380677549,12.54346147,0.135937565,0.002040668,0.000215825,,0.002335489,0.046806664,0.079004636,0.019813448,0.019083076,0.018797554,0.007346172,0.018748698,0.095032943,0.092709954,0.08210351,0.049142501,0.063613958,0.056108891,0.030518615,0.033487484,0.022311151,0.028296209,0.008574447,
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041417321,3.843125791,6.22196296,12.71265505,27.83649186,21.44460113,15.61152025,14.9518365,10.6551982,9.940704286,7.597469022,5.023670664,9.369932857,5.049007108,4.799878427,4.856620599,3.589500879,6.7452939,12.9110334,11.13863899,11.64294725,15.57863905,25.82242247,27.97967324,19.35491085,17.212025,17.09665942,19.77575041,
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.67989037,65.42212514,48.28410676,46.26539623,43.34186061,37.1892289,24.69262207,24.58954768,26.00559178,19.40380395,18.97209993,17.8778166,19.47760494,21.73979975,34.91526321,36.82121851,35.63542598,38.42762997,34.98383975,37.39274772,42.90998642,35.46427195,30.9966338,39.73383151,45.91896193,41.52444948,40.76591095,
Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206000000,254000000,394000000,674000000,856000000,892000000,902000000,800000000,882000000,874000000,987000000,1280000000,1351000000,1802000000,2192000000,3268000000,4426000000,3321000000,3783000000,4145000000,4261000000,4477000000,4401000000,3239000000,3273000000,4189000000,4963000000,5514000000,
Merchandise imports by the reporting economy (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51176534.92,258506100,395576700,695976600,861508300,891350569.5,902388700,842738000,884661698,876516629,986645029,1277189879,1348054611,1800765219,2191190570,3267788096,4426128618,3304154780,3748947517,4144599290,4264832091,4476797896,4401599931,3253955791,3263928091,4097065111,4975537488,5513798493,
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052504244,3.132575982,0.85877151,5.50584603,12.52328039,0.374398148,1.555792975,2.802199497,5.309509964,1.796510811,0.196305656,0.742589113,0.28545075,0.193253122,0.03976587,0.106897262,0.037763566,0.044944626,0.067470963,0.063345183,0.075303269,0.042529461,0.161421486,0.540576674,0.682585044,0.673834593,0.992480353,0.925244422,
Merchandise imports from economies in the Arab World (% of total merchandise imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.120367665,1.068369373,0.299512079,2.442064863,4.148387195,8.848157246,7.399106394,6.088369102,5.433500977,6.74781676,4.642761039,1.401044848,1.178570947,1.439633536,1.492406067,5.465028171,1.331459071,1.503964654,1.684629132,2.186814518,2.341671838,2.559388622,2.643892694,1.943613591,2.366720554,2.666477003,2.619148169,1.300587446,
Merchandise imports from high-income economies (% of total merchandise imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.45538322,25.55614742,35.1734316,31.59754222,29.48571708,47.17048649,54.88850869,53.38297312,58.42050132,56.4348685,49.31010664,53.02745411,50.37705694,51.7495808,46.73215908,45.1279828,42.25933531,39.82539129,36.77097571,38.09290196,37.44079138,39.34618571,39.41054756,34.08790243,30.89006798,34.44921117,34.9589005,33.42380643,
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.302031589,,0.410059541,0.05136667,0.096249798,0.818566819,1.103781552,0.580037924,0.611906225,1.004269595,1.948416141,4.069689704,4.819087185,5.308141616,6.690877918,7.482424283,10.59069355,10.58240831,12.72976588,11.84594842,11.39850528,10.53561829,11.83681023,11.83317134,13.33486201,14.22846597,15.77036969,16.04342816,
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.13908182,52.33392159,49.03426351,35.28682196,40.72048781,33.59111212,32.13216919,25.00995539,29.50825374,39.45626943,34.85926097,35.92900355,34.22253876,38.03858931,39.71982888,38.42020049,40.90790535,40.56526956,38.81209874,39.56407129,38.72230278,37.87852156,41.264468,43.48040651,41.47697996,37.43167982,37.56667707,
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064482678,,,,,,,,,0.284487244,1.868183638,1.708471415,2.111931948,2.082224801,1.097065556,1.438408141,1.788909493,2.289298627,2.21077344,2.850403712,3.100059186,2.720594738,2.737683249,2.890632266,2.463041365,2.216621741,2.05917327,2.2636384,
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.120367665,6.149332646,10.77588746,13.35684274,17.65306266,10.74863284,8.444310085,10.62769212,10.02284853,10.24085979,6.63627121,4.196144041,4.791105158,5.20648511,5.797345322,4.804655179,5.091154787,4.497711817,5.835191531,6.013454295,6.248718831,5.346826048,5.624455354,6.558833546,5.429973059,4.507315359,5.773142735,6.197945617,
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005230608,0.02286213,0.447928303,0.025949148,0.085118158,0.149593218,0.407008643,0.462409432,0.618869339,0.696714335,0.491318241,1.194245292,1.434682382,1.10750612,1.237696181,0.930206889,1.437033161,1.560445361,1.4130854,1.862821918,1.829155904,1.774917873,1.754405971,2.040446376,2.75791753,1.6011479,2.094980537,2.754125168,
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.428189683,4.869749949,0.017834674,0.009485934,0.012518719,0.00640923,0.034035977,0.093129036,0.202145354,0.251682089,0.130269675,0.366500756,0.38959656,0.374909643,0.291894619,0.407467507,0.459025775,0.343394856,1.511025103,0.596154589,0.783969379,0.961146512,0.846423307,0.919273086,0.825134743,
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49211254,6.172194776,11.6338753,13.86234825,22.70418056,11.73462755,9.964586214,11.68265819,11.26003332,12.26036694,11.03731827,11.37069581,13.40848876,13.83462732,15.18948573,15.04529105,19.28270063,19.22175873,22.59628376,23.03165412,22.91983406,21.88898205,22.5495094,24.1070529,24.94694047,23.39997427,26.61693932,28.08427209,
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.13908182,52.33392159,49.03426351,35.28682196,40.72048781,33.59111212,32.13216919,25.00995539,29.50825374,39.45626943,34.85926097,35.92900355,34.22253876,38.03858931,39.71982888,38.42020049,40.90790535,40.56526956,38.81209874,39.56407129,38.72230278,37.87852156,41.264468,43.48040651,41.47697996,37.43167982,37.56667707,
Merchandise trade (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7098161,34.12931779,46.38223613,64.35938389,71.76094603,68.61879831,59.30106788,55.92034485,61.52031561,57.44717644,62.78575915,70.03766551,57.98778623,56.64762825,49.76151745,48.01059257,47.0157851,46.61227432,51.76946533,54.02228214,53.12016188,53.56308354,50.99266464,44.76308962,48.0270727,55.81455759,59.19918438,59.63664146,
Methane emissions (% change from 1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.993251895,-9.844966606,-16.91317438,-12.19988234,-15.99750839,-11.3565422,-9.561892238,-11.68079731,-9.359449078,-11.22400249,-12.31961795,-9.878534104,-6.118974288,-2.180503166,2.440737793,6.729072222,7.475862546,11.94622279,12.48399488,15.19258054,16.87041932,18.54787743,,,,,,,,
Methane emissions (kt of CO2 equivalent),,,,,,,,,,,1317.98,1384.62,1440.48,1485.25,1541.25,1587.12,1590.73,1582.01,1575.56,1562.06,1542.94,1523.36,1531.89,1564.49,1605.02,1628.66,1632.63,1646.58,2491.32,2669.38,2889.7,2745.41,2605.21,2400.96,2537.16,2427.42,2561.53,2613.39,2552.16,2619.24,2565.36,2533.7,2604.24,2712.88,2826.69,2960.23,3084.15,3105.73,3234.91,3250.45,3328.72,3377.204507,3425.678014,,,,,,,,
Methane emissions in energy sector (thousand metric tons of CO2 equivalent),,,,,,,,,,0,186.0968611,198.9977531,214.5664916,232.7642121,248.5792376,257.356683,251.0581264,230.4143935,192.9091418,156.2700869,121.7880486,94.52679567,79.82952505,79.09925895,79.53966694,77.2863628,72.96068667,63.30236585,929.2054279,1085.36276,1312.425195,1207.17561,1128.117906,1064.146779,1215.421709,1117.274371,1251.976772,1322.256881,1316.436233,1376.186337,1306.292121,1246.142859,1276.422982,1339.841789,1383.51102,1502.676497,1589.589535,1693.873354,1792.583047,,,,,,,,,,,,
Methodology assessment of statistical capacity (scale 0 - 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,90,90,100,100,100,100,100,90,100,100,100,100,90,100,100,100
Military expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.203389831,2.296644333,,4.059311908,3.281867004,3.90939856,3.528096003,3.697374231,3.560024873,3.127249385,2.697714749,2.728372214,2.741996705,2.871931363,2.947613156,3.042574701,3.395579363,4.157049908,4.265646056,3.853946441,3.821810163,3.997244557,3.943378265,4.239225803,4.090349217,3.849730577,4.897038382,4.945726871,
Military expenditure (% of general government expenditure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4528086,14.73773176,13.57100469,15.2706603,14.5588155,16.28077049,15.4377929,15.98840553,16.79748287,16.43710151,16.09987433,15.12266232,14.79147635,20.85990446,19.76987499,
Military expenditure (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500000,89500000,,21200000000,21700000000,31444700000,33706900000,36509500000,36715900000,36772600000,36755600000,44326300000,52315800000,64414000000,78294200000,95819300000,1.21162E+11,1.306E+11,1.476E+11,1.456E+11,1.529E+11,1.821E+11,1.90411E+11,2.13811E+11,2.0727E+11,2.14218E+11,2.9407E+11,3.235E+11,
Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9829763.866,,52228583.82,52410268.55,64062121.19,66757573.06,68234148.57,68052142.07,66247626.46,64106405.65,76587998.89,98070488.2,140738102.7,188189116.4,280108688.3,395994365.4,359499343.5,395011507.8,390871433.9,380571678.9,444551859.5,457807021.8,447379807.5,431396218.6,443610413.3,608854649.9,673280844.5,
Mineral rents (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.265073154,0.269481477,0.464298158,0.551537788,0.281076397,0.291894852,0.088170258,0.148454246,0.271357452,0.280957152,0.570610604,0.006165259,0,0,0,0,0,0.032994057,2.356602742,2.46981729,1.137141993,0.864490764,0.0660727,0.495863085,0,0,0.826353695,1.87361295,
Mobile cellular subscriptions,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,5000,7831,8161,17486,25504,71349,114379,203309,318044,1259762,1876411,1442000,2191500,3865354,3211215,3322837,3346275,3459137,3464490,3434567,3488524,3579257,3618747,
Mobile cellular subscriptions (per 100 people),0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009469036,0.159586912,0.251906995,0.264193651,0.569652439,0.836008414,2.351665042,3.789979363,6.775340585,10.66807457,42.58388328,63.98416023,49.59385999,75.88054674,134.3387369,111.6347151,115.2069146,115.4848446,118.7723634,118.4217138,116.9754675,118.4642306,121.259018,122.3487531,
Monetary Sector credit to private sector (% GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.44456623,8.37626025,11.07547436,7.26585289,5.62321622,6.028109109,7.409641946,8.731477801,9.946870485,7.573053764,6.776530329,5.68231202,6.990647919,8.048038989,8.83746295,13.57794442,19.38673969,24.78951869,28.37437169,35.28490924,39.8614218,42.13863171,48.74147649,45.49619068,48.71333834,51.3625898,55.35254271,59.77352492,
"Mortality caused by road traffic injury (per 100,000 population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,19.5,19.1,18.5,18.5,18.3,17.8,17.6,17.3,17.9,18,17.7,17,16.8,16.7,16.7,15.7,16.4,20.4,20,
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,26.2,25.9,25.8,25.9,25.7,25.6,25.3,26.7,26.5,25,23.5,23.2,22.2,22,22.3,21.7,21.3,20,19.9,
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,19.6,19.1,19.2,19,18.5,18.5,18,19.1,18.6,17.4,16.3,16.2,15.3,14.8,15.3,14.4,14.1,13.4,13.4,
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1,33.6,33.7,33.5,33.9,33.9,33.9,33.9,35.6,35.6,33.9,32,31.3,30.3,30.5,30.6,30.5,30,28.1,28,
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8,,,,
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1,1.1,1.1,1.1,1.2,1.4,1.2,1.3,0.8,1.2,0.6,1.1,0.8,1.3,0.9,0.8,0.9,0.7,0.7,
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.7,0.7,0.6,0.7,0.8,0.6,0.9,1.1,0.7,0.6,0.3,1,0.7,1.4,1,0.8,0.8,0.3,0.5,
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,1.6,1.6,1.6,1.6,2.3,1.6,1.5,0.8,1.8,1,1.3,1,1.1,0.8,0.9,0.9,1.1,0.8,
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,
"Mortality rate, adult, female (per 1,000 female adults)",136.917,131.925,126.933,123.152,119.371,115.59,111.809,108.028,105.752,103.476,101.2,98.924,96.648,97.422,98.195,98.969,99.742,100.516,100.61,100.705,100.799,100.894,100.988,108.642,116.295,123.949,131.602,139.256,136.312,133.369,130.425,127.481,124.538,121.695,118.853,116.011,113.168,110.326,106.198,102.07,97.943,93.815,89.687,89.904,90.121,90.338,90.555,90.772,88.245,85.718,83.191,80.664,78.137,77.145,76.153,75.161,74.168,73.176,65.595,64.905,
"Mortality rate, adult, male (per 1,000 male adults)",225.671,219.648,213.626,208.4,203.175,197.949,192.724,187.498,184.138,180.778,177.418,174.058,170.698,172.452,174.205,175.958,177.712,179.465,179.372,179.28,179.188,179.095,179.003,185.435,191.868,198.301,204.734,211.167,218.861,226.556,234.251,241.945,249.64,243.642,237.644,231.646,225.649,219.651,213.162,206.673,200.185,193.696,187.207,189.896,192.585,195.273,197.962,200.65,196.828,193.005,189.182,185.359,181.537,179.629,177.721,175.814,173.906,171.999,173.428,171.841,
"Mortality rate, infant (per 1,000 live births)",,,,,,,,,,,,,,,,,69.5,67,64.5,62.2,59.9,57.8,55.8,53.9,52,50.2,48.4,46.7,48.9,43.4,41.7,40.1,38.5,36.9,35.3,33.8,32.4,30.9,29.6,28.3,27,25.8,24.6,23.5,22.3,21.3,20.2,19.2,18.3,17.4,16.5,15.7,14.9,14.2,13.5,12.8,12.2,11.6,11,10.5,
"Mortality rate, infant, female (per 1,000 live births)",,,,,,,,,,,,,,,,,62.8,60.5,58.3,56.1,54.1,52.1,50.2,48.4,46.7,45,43.4,41.9,44.2,38.8,37.3,35.9,34.4,33,31.6,30.2,28.9,27.6,26.4,25.2,24.1,22.9,21.9,20.8,19.8,18.8,17.9,17,16.2,15.4,14.6,13.9,13.2,12.6,12,11.4,10.8,10.3,9.8,9.4,
"Mortality rate, infant, male (per 1,000 live births)",,,,,,,,,,,,,,,,,75.7,73.1,70.5,68,65.6,63.3,61.1,59,57,55,53.1,51.3,53.4,47.7,45.9,44.2,42.4,40.6,38.9,37.3,35.6,34.1,32.6,31.2,29.8,28.4,27.1,25.9,24.7,23.5,22.4,21.3,20.3,19.3,18.3,17.4,16.5,15.7,14.9,14.2,13.5,12.8,12.2,11.6,
"Mortality rate, neonatal (per 1,000 live births)",,,,,,,,,,,,,,,,,,27.7,27,26.4,25.8,25.2,24.8,24.4,24.1,23.9,23.6,23.4,23.6,22.8,22.5,22,21.5,21,20.3,19.6,19,18.3,17.7,17.1,16.4,15.9,15.1,14.4,13.6,13,12.3,11.7,11.2,10.6,10.1,9.6,9.1,8.7,8.2,7.8,7.4,7.1,6.7,6.4,
"Mortality rate, under-5 (per 1,000 live births)",,,,,,,,,,,,,,,,,86.2,82.7,79.3,76.2,73.1,70.2,67.4,64.8,62.2,59.8,57.5,55.2,80.7,51,48.9,46.8,44.7,42.7,40.8,38.9,37.1,35.4,33.8,32.2,30.7,29.2,27.8,26.4,25.1,23.9,22.7,21.6,20.5,19.5,18.5,17.6,16.7,15.9,15.1,14.4,13.7,13,12.4,11.8,
"Mortality rate, under-5, female (per 1,000 live births)",,,,,,,,,,,,,,,,,79.2,75.9,72.7,69.7,66.8,64,61.4,58.9,56.5,54.2,52,49.9,75.5,45.9,44,42,40.1,38.3,36.6,34.9,33.2,31.7,30.2,28.7,27.4,26,24.7,23.5,22.3,21.2,20.2,19.2,18.2,17.3,16.4,15.6,14.8,14.1,13.4,12.8,12.2,11.6,11,10.5,
